rank,billing_npi,name,provider_type,specialty,city,state,zip,total_claims,total_paid
808,1407370117,"AGINCARE HOMECARE SERVICES, INC.",Organization,Home Health,JAMAICA,NY,11432,741467,137718870.1
809,1730121633,"NORTH SHORE MEDICAL CENTER, INC.",Organization,General Acute Care Hospital,SALEM,MA,1970,4624085,137693261.9
810,1730211178,MONTEREY COUNTY BEHAVIORAL HEALTH DIVISION,Organization,Community/Behavioral Health,SALINAS,CA,93906,1118523,137686467.9
811,1033239058,"OLD COLONY ELDERLY SERVICES, INC.",Organization,Case Management,BROCKTON,MA,2301,1170455,137684006.9
812,1790735827,"TEXAS VISITING NURSE SERVICE, LTD.",Organization,Home Health,HARLINGEN,TX,78550,1928381,137681857.7
813,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,Organization,General Acute Care Hospital,NASHVILLE,TN,37232,2376792,137587876.7
814,1396728630,SHARP CHULA VISTA MEDICAL CENTER,Organization,General Acute Care Hospital,CHULA VISTA,CA,91911,1386238,137519577.7
815,1598898603,"BROADSTEP ACADEMY-NEW JERSEY, INC.",Organization,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SPARTA,NJ,7871,171067,137093042.3
816,1205822236,YALE UNIVERSITY,Organization,Anesthesiology,NEW HAVEN,CT,6511,4034511,137026667.9
817,1952857419,HSM PERSONAL CARE CORP,Organization,In Home Supportive Care,BROOKLYN,NY,11223,1026514,136999835.6
818,1578967386,"OAKS INTEGRATED CARE, INC",Organization,"Clinic/Center, Developmental Disabilities",LUMBERTON,NJ,8048,379071,136963010.3
819,1124073366,CHILDRENS HOSPITAL OF LOS ANGELES,Organization,"General Acute Care Hospital, Children",LOS ANGELES,CA,90027,2945648,136947659.2
820,1083612881,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Organization,General Acute Care Hospital,ENGLEWOOD,NJ,7631,2749303,136903267
821,1396857488,COOPERMAN BARNABAS MEDICAL CENTER INC,Organization,General Acute Care Hospital,LIVINGSTON,NJ,7039,1999431,136809969.2
822,1366547747,RIVERSIDE HOSPITAL INC,Organization,General Acute Care Hospital,NEWPORT NEWS,VA,23601,3118184,136797357.5
823,1316206220,INVITAE CORPORATION,Organization,Clinical Medical Laboratory,SAN FRANCISCO,CA,94103,996226,136727481.3
824,1245212380,"GENERATIONS HEALTH ASSOCIATION, INC.",Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MORRISON,TN,37357,728359,136663125.6
825,1881051167,RIDE2MD INC,Organization,Transportation Broker,MIAMI,FL,33147,6174743,136507505
826,1487640207,DISTRICT HOSPITAL PARTNERS L P,Organization,General Acute Care Hospital,WASHINGTON,DC,20037,1835526,136253094.6
827,1164543765,"LOOKING UPWARDS, INC.",Organization,"Day Training, Developmentally Disabled Services",PORTSMOUTH,RI,2871,204880,136251696.6
828,1093810889,"LA FRONTERA CENTER, INC.",Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",TUCSON,AZ,85713,3105548,136186368.2
829,1700092459,"LAWRENCE AND MEMORIAL HOSPITAL, INC.",Organization,General Acute Care Hospital,NEW LONDON,CT,6320,4077349,136186186
830,1629167457,COUNTY OF VENTURA,Organization,General Acute Care Hospital,VENTURA,CA,93003,3011483,136145542.1
831,1376760835,HEALTH CARE & REHABILITATION SERVICES,Organization,"Clinic/Center, Developmental Disabilities",BELLOWS FALLS,VT,5101,465875,136051608.9
832,1689629990,VALLEY OAKS HEALTH INC,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",LAFAYETTE,IN,47904,1718750,135907423
833,1699769901,CURATORS OF THE UNIVERSITY OF MISSOURI,Organization,General Acute Care Hospital,COLUMBIA,MO,65212,1446664,135878673.9
834,1649681362,"PATRIOT HOME CARE, INC",Organization,Home Health,PHILADELPHIA,PA,19141,823581,135805884.4
835,1619419835,SWOPE HEALTH SERVICES,Organization,Community/Behavioral Health,KANSAS CITY,MO,64130,957803,135379412.5
836,1588614994,"COMMUNITY MEDICAL ASSOCIATES, INC.",Organization,Internal Medicine,LOUISVILLE,KY,40241,5158011,135327303.9
837,1598000549,"LIVING ALTERNATIVES FOR THE DEVELOPMENTALLY DISABLED, INC.",Organization,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",DOWAGIAC,MI,49047,641811,135176226
838,1700887411,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,Organization,General Acute Care Hospital,NEW YORK,NY,10065,1316373,135127586.1
839,1225205354,GREATER NEW YORK HOME CARE LLC,Organization,Home Health,BROOKLYN,NY,11219,174799,135035654.6
840,1447457148,FOUNDATION FOR THE ELDERLY,Organization,In Home Supportive Care,INWOOD,NY,11096,954455,135029333.6
841,1427246669,"NATIONAL MENTOR SERVICES, LLC",Organization,Case Management,SAINT LOUIS,MO,63114,582965,134901191.8
842,1336149426,COCHLEAR AMERICAS,Organization,Durable Medical Equipment & Medical Supplies,LONE TREE,CO,80124,85831,134875477.8
843,1083789564,CITY OF LOS ANGELES,Organization,Ambulance,LOS ANGELES,CA,90012,915807,134663270.3
844,1124560248,PREFERRED FAMILY HEALTHCARE,Organization,Community/Behavioral Health,KIRKSVILLE,MO,63501,1499284,134428119
845,1992886881,"MAINSTREAM LIVING, INC.",Organization,Social Worker,AMES,IA,50010,137318,134327009.4
846,1578971214,"ACUMEN OF NORTH CAROLINA, LLC",Organization,In Home Supportive Care,CHARLOTTE,NC,28262,1488504,134277839.2
847,1992216766,"HABILITATIVE SERVICES, LLC",Organization,Community/Behavioral Health,MANKATO,MN,56001,600758,134118491
848,1033494943,OUR LADY OF THE LAKE PHYSICIAN GROUP LLC,Organization,Internal Medicine,BATON ROUGE,LA,70808,4146117,134000390.8
849,1407839921,SHARP MEMORIAL HOSPITAL,Organization,General Acute Care Hospital,SAN DIEGO,CA,92123,1447137,133749346.1
850,1508809427,BANNER-UNIVERSITY MEDICAL GROUP,Organization,"Clinic/Center, Multi-Specialty",PHOENIX,AZ,85012,2458194,133692691.3
851,1275697195,NYS OFFICE OF MENTAL HEALTH,Organization,"Clinic/Center, Adult Mental Health",ORANGEBURG,NY,10962,575410,133691587.9
852,1124155825,PIONEER HOMECARE INC.,Organization,Home Health,BRONX,NY,10475,221134,133650771.6
853,1427124494,STATE OF MISSOURI,Organization,"Day Training, Developmentally Disabled Services",MARSHALL,MO,65340,357551,133341984.4
854,1134107113,GANDARA MENTAL HEALTH CENTER INC,Organization,"Counselor, Mental Health",SPRINGFIELD,MA,1104,1407451,133340173.3
855,1598043747,"OMNI VISIONS, INC.",Organization,Foster Care Agency,NASHVILLE,TN,37211,64157,133330444.1
856,1902028772,"ADVANTAGE CONSUMER DIRECTED SERVICES, LLC",Organization,Home Health,SAINT LOUIS,MO,63146,2347848,133275438.8
857,1306001623,"VIVICARE HEALTH PARTNERS, LLC",Organization,Home Health,FORT WORTH,TX,76102,287015,133233374.2
858,1275683260,SOUTHEAST KANSAS INDEPENDENT LIVING RESOURCE CENTER INC,Organization,Counselor,PARSONS,KS,67357,1539186,133138286.5
859,1477591055,THE MOSES H. CONE MEMORIAL HOSPITAL OPERATING CORPORATION,Organization,General Acute Care Hospital,GREENSBORO,NC,27401,2217442,133120525.5
860,1689769911,DIGNITY HEALTH,Organization,General Acute Care Hospital,SAN BERNARDINO,CA,92404,2345963,133093320.8
861,1548286172,DRISCOLL CHILDRENS HOSPITAL,Organization,"General Acute Care Hospital, Children",CORPUS CHRISTI,TX,78411,973270,133069160.3
862,1467493551,MERCY HEALTH - ST VINCENT MEDICAL CENTER LLC,Organization,General Acute Care Hospital,TOLEDO,OH,43608,2987484,132929640.9
863,1316012263,"REM NORTH STAR, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",BEMIDJI,MN,56601,492046,132674393.5
864,1396771820,"DOUGLAS A. THOM CLINIC, INC.",Organization,"Clinic/Center, Developmental Disabilities",LOWELL,MA,1852,1101912,132522598.2
865,1447602032,NEW JERSEY INSTITUTE FOR DISABILITIES INC,Organization,"Day Training, Developmentally Disabled Services",EDISON,NJ,8837,466127,132498722.3
866,1841236684,"QUEST DIAGNOSTICS OF PENNSYLVANIA, INC.",Organization,Clinical Medical Laboratory,PITTSBURGH,PA,15220,11245781,132391899.2
867,1326033929,COUNTY OF SANTA CLARA,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN JOSE,CA,95116,1413349,132370238.2
868,1447233788,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,Organization,General Acute Care Hospital,PROVIDENCE,RI,2905,1360699,132156768.5
869,1073516183,"CAPITAL HEALTH SYSTEM, INC.",Organization,General Acute Care Hospital,PENNINGTON,NJ,8534,1264718,132155587.1
870,1043267727,"SAMARITAN HOSPITAL OF TROY, NEW YORK",Organization,General Acute Care Hospital,TROY,NY,12180,2081354,132148572.9
871,1497102180,GLOBAL HOME CARE INC.,Organization,Home Health,BROOKLYN,NY,11230,917244,131852871.3
872,1073578431,INTEGRATED SERVICES FOR BEHAVIORAL HEALTH,Organization,"Social Worker, Clinical",NELSONVILLE,OH,45764,1289318,131807193.6
873,1891710638,SHASTA COMMUNITY HEALTH CENTER,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",REDDING,CA,96001,1794313,131714370
874,1700024296,POSITIVE BEHAVIOR SUPPORTS,Organization,Community/Behavioral Health,STUART,FL,34997,805963,131511539.2
875,1942224696,"SVMC HOLDINGS, INC",Organization,General Acute Care Hospital,BRIDGEPORT,CT,6606,2572004,131507458.5
876,1861522435,"UNITED CEREBRAL PALSY OF SOUTHERN ARIZONA, INC",Organization,Home Health,TUCSON,AZ,85711,1254166,131488965.1
877,1942451216,VIAQUEST PSYCHIATRIC & BEHAVIORAL SOLUTIONS LLC,Organization,Community/Behavioral Health,DUBLIN,OH,43017,1939566,131411443.5
878,1043385420,"REM MINNESOTA COMMUNITY SERVICES, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",APPLE VALLEY,MN,55124,594474,131372047.9
879,1336219195,PRAIRIE COMMUNITY SERVICES,Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",MORRIS,MN,56267,539622,131257393.8
880,1972545945,FOUR COUNTY COMPREHENSIVE MENTAL HEALTH CENTER INC,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",PERU,IN,46970,1375759,131203141.1
881,1427242163,SAN MATEO COUNTY,Organization,Community/Behavioral Health,SAN MATEO,CA,94403,809118,131048988.6
882,1417915653,ACCREDO HEALTH GROUP INC,Organization,Pharmacy,WARRENDALE,PA,15086,150809,130922434.4
883,1578989703,CENTRAL VALLEY SPECIALTY HOSPITAL INC,Organization,General Acute Care Hospital,MODESTO,CA,95354,39493,130741378.6
884,1295968162,"DISTRICT MEDICAL GROUP, INC",Organization,Internal Medicine,PHOENIX,AZ,85008,1786864,130604293.8
885,1710053780,STATE OF MISSOURI,Organization,"Day Training, Developmentally Disabled Services",SAINT LOUIS,MO,63101,745048,130361485.5
886,1881994762,BRYAN SKILLED HOME CARE INC,Organization,Home Health,AMITYVILLE,NY,11701,598320,130284007.4
887,1538378625,SOUTHCENTRAL FOUNDATION,Organization,"Clinic/Center, Community Health",ANCHORAGE,AK,99508,191814,130283487
888,1992043053,"SUNRISE TREATMENT CENTER, LLC",Organization,"Clinic/Center, Rehabilitation, Substance Use Disorder",CINCINNATI,OH,45247,1739885,130120856
889,1952528408,HOWARD CENTER INC,Organization,"Clinic/Center, Adolescent and Children Mental Health",BURLINGTON,VT,5401,280214,130071834.3
890,1144681909,NV ST DV MH DS DESERT DEV CENTER,Organization,"Respite Care, Respite Care, Intellectual and/or Developmental Disabilities, Child",LAS VEGAS,NV,89146,1593357,129820746.2
891,1407932775,COMPREHAB LLC,Organization,Physical Therapist,GASTONIA,NC,28054,675931,129788655.8
892,1780708263,NORTHWESTERN COUNSELING & SUPPORT SERVICES,Organization,Community/Behavioral Health,SAINT ALBANS,VT,5478,587102,129734549.1
893,1114057163,"CHAPA-DE INDIAN HEALTH PROGRAM, INC.",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",AUBURN,CA,95603,431482,129569367.7
894,1326002049,UNIVERSITY OF WASHINGTON,Organization,General Acute Care Hospital,SEATTLE,WA,98195,3803449,129568642.5
895,1235148594,"IHC HEALTH SERVICES, INC.",Organization,"General Acute Care Hospital, Children",SALT LAKE CITY,UT,84113,820675,129516924.1
896,1043243538,AMERICAN MEDICAL RESPONSE OF CONNECTICUT INCORPORATED,Organization,Ambulance,NEW HAVEN,CT,6513,1104697,129511934.2
897,1518081637,"ALL SAINTS HOME CARE, INC.",Organization,Home Health,WICHITA,KS,67203,1566529,129475421.8
898,1932749512,"LIVING INNOVATIONS SUPPORT SERVICES, LLC",Organization,"Day Training, Developmentally Disabled Services",DOVER,NH,3820,224253,129273293.4
899,1619062304,"VENTURE FORTHE, INC.",Organization,Home Health,NIAGARA FALLS,NY,14303,874312,129271433.3
900,1184715328,RICHMOND BEHAVIORAL HEALTH AUTHORITY,Organization,Community/Behavioral Health,RICHMOND,VA,23219,988214,129186445.2
901,1558518753,CARDIOVASCULAR INSTITUTE OF SAN DIEGO INC,Organization,"Internal Medicine, Cardiovascular Disease",CHULA VISTA,CA,91911,656369,129165018.3
902,1396286423,MEADOWS HOME CARE LLC,Organization,Home Health,ASTORIA,NY,11102,892634,129127521.5
903,1649342775,COMMUNITY LIVING NETWORK,Organization,Voluntary or Charitable,YPSILANTI,MI,48197,1098750,129064685.5
904,1336659085,ROCK DENTAL ARKANSAS PLLC,Organization,Dentist,HOT SPRINGS,AR,71913,2759161,129040103.6
905,1356470207,SERVICE ACCESS AND MANAGEMENT INC,Organization,Case Management,READING,PA,19601,1377142,128945803.5
906,1477589877,"AMERICARE HEALTHCARE SERVICES, INC",Organization,Home Health,BLACKLICK,OH,43004,2743973,128896804.4
907,1477674828,PYRAMID HEALTH CARE INC.,Organization,Substance Abuse Rehabilitation Facility,WILKINSBURG,PA,15221,422669,128752809.6
908,1639299274,BERRY FAMILY SERVICES,Organization,Case Management,ROWLETT,TX,75089,1006645,128748229.5
909,1790762755,COMMUNITY HEALTH CARE,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",TACOMA,WA,98402,1435302,128544153.3
910,1922157403,"FIRST STEP, INC.",Organization,"Day Training, Developmentally Disabled Services",HOT SPRINGS,AR,71901,1580692,128311370
911,1992793269,"H & H DRUG STORES, INC",Organization,Durable Medical Equipment & Medical Supplies,GLENDALE,CA,91204,4216880,128310909.5
912,1154302586,NORTHEAST BEHAVIORAL HEALTH CORPORATION,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",BEVERLY,MA,1915,1330717,128310043.2
913,1144378381,NORTHEAST MICHIGAN COMMUNITY MENTAL HEALTH AUTHORITY,Organization,Community/Behavioral Health,ALPENA,MI,49707,689813,128254378.6
914,1790297547,HMH HOSPITALS CORPORATION,Organization,General Acute Care Hospital,NEPTUNE,NJ,7753,1935584,128230741.8
915,1366561755,"NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SERVICES, INC.",Organization,Home Health,NEW YORK,NY,10007,573328,128198932.1
916,1528138088,KAISER FOUNDATION HOSPITALS,Organization,General Acute Care Hospital,SACRAMENTO,CA,95823,2700377,128113204.2
917,1053359729,SAGE RIVER COUNSELING,Organization,"Counselor, Mental Health",SEATTLE,WA,98104,3785996,128048228.3
918,1376538991,COUNTY OF SANTA CLARA,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN JOSE,CA,95111,1202800,127878847.2
919,1639131436,FALCK MOBILE HEALTH CORP,Organization,"Ambulance, Land Transport",ORANGE,CA,92868,1455034,127735665.9
920,1447300058,"A CARING HEART CASE MANAGEMENT, INC.",Organization,"Day Training, Developmentally Disabled Services",WILSON,NC,27893,833592,127560167.2
921,1891201844,PROMPT HOME CARE LLC,Organization,Home Health,BRONX,NY,10455,993372,127399061.9
922,1649293028,COMMUNITY HEALTHLINK INC,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",WORCESTER,MA,1610,1392016,127307223
923,1174512792,TUCSON MEDICAL CENTER,Organization,General Acute Care Hospital,TUCSON,AZ,85712,3836178,127254139.7
924,1194994848,"PERSONAL TOUCH HOME CARE OF KY, INC.",Organization,Home Health,FORT THOMAS,KY,41075,357881,127228403.9
925,1497731533,"DJO, LLC",Organization,Durable Medical Equipment & Medical Supplies,CARLSBAD,CA,92010,1152990,127184481.2
926,1912980251,"COMMUNITY HEALTH CARE, INC.",Organization,"Clinic/Center, Rehabilitation, Substance Use Disorder",WESTFIELD,MA,1085,5880762,127154168.5
927,1124215785,MISSISSIPPI DEPARTMENT OF REHABILITAION SERVICES,Organization,Case Management,JACKSON,MS,39215,240446,127002143.6
928,1922001189,"BINSON'S HOSPITAL SUPPLIES, INC.",Organization,Durable Medical Equipment & Medical Supplies,CENTER LINE,MI,48015,3481717,126693546.1
929,1639574635,"WEC HEALTH, LLC",Organization,Foster Care Agency,FRAMINGHAM,MA,1701,1051441,126410419.2
930,1518232859,"CONSUMER DIRECT FOR TENNESSEE, LLC",Organization,In Home Supportive Care,NASHVILLE,TN,37228,1095470,126382726.4
931,1669538419,MOKA CORPORATION,Organization,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",MUSKEGON,MI,49444,968059,126333280.3
932,1982733655,DIGNITY HEALTH,Organization,General Acute Care Hospital,PHOENIX,AZ,85013,3238388,126193056.4
933,1306878798,"ACT HOME HEALTH SERVICES, INC",Organization,Home Health,PHILADELPHIA,PA,19147,174089,125953527.1
934,1548343510,PERMANENTE MEDICAL GROUP INC,Organization,Internal Medicine,STOCKTON,CA,95210,4998449,125880920
935,1073588711,EDWARD W SPARROW HOSPITAL ASSOCIATION,Organization,General Acute Care Hospital,LANSING,MI,48912,4162433,125877340.8
936,1245246917,"NORTH COUNTY HEALTH PROJECT, INC.",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN MARCOS,CA,92069,3749684,125681022.8
937,1821007881,UPMC PRESBYTERIAN SHADYSIDE,Organization,General Acute Care Hospital,PITTSBURGH,PA,15213,1693653,125540870.6
938,1801803903,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Organization,General Acute Care Hospital,JAMAICA,NY,11432,3041842,125540831.2
939,1306992151,SWEDISH HEALTH SERVICES,Organization,General Acute Care Hospital,SEATTLE,WA,98122,3130079,125521036.3
940,1053353896,THE METROHEALTH SYSTEM,Organization,"Clinic/Center, Multi-Specialty",CLEVELAND,OH,44109,4842004,125459735.4
941,1275566424,"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INC",Organization,Family Medicine,WAIANAE,HI,96792,794877,125417968
942,1902032832,"INDIANA UNIVERSITY HEALTH CARE ASSOCIATES, INC",Organization,General Practice,INDIANAPOLIS,IN,46202,1636417,125339296.1
943,1740254143,AHS HOSPITAL CORP.,Organization,General Acute Care Hospital,SUMMIT,NJ,7901,2039778,125198712.1
944,1417010604,ABLELIGHT INC.,Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WATERTOWN,WI,53094,388998,125120489.5
945,1750395737,"HOLYOKE MEDICAL CENTER, INC.",Organization,General Acute Care Hospital,HOLYOKE,MA,1040,3244490,125053508.7
946,1598703647,NEIGHBORHOOD HEALTHCARE,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",ESCONDIDO,CA,92025,1972114,124930174.3
947,1043622780,GATEWAY PEDIATRIC THERAPY LLC,Organization,Behavior Analyst,BINGHAM FARMS,MI,48025,746730,124924756.5
948,1033102942,CARILION MEDICAL CENTER,Organization,General Acute Care Hospital,ROANOKE,VA,24014,2897971,124861358.8
949,1669484473,"MYRIAD GENETIC LABORATORIES, INC.",Organization,Clinical Medical Laboratory,SALT LAKE CITY,UT,84116,386281,124779639.8
950,1528387859,BRANDI'S HOPE COMMUNITY SERVICES,Organization,"Day Training, Developmentally Disabled Services",MAGEE,MS,39111,49946,124648866.1
951,1770573586,MCALLEN HOSPITALS L P,Organization,General Acute Care Hospital,EDINBURG,TX,78539,1281299,124608403.6
952,1376695163,TOTAL TRANSIT INC,Organization,Non-emergency Medical Transport (VAN),GLENDALE,AZ,85301,11081370,124587196.2
953,1750765335,FEJOST LLC,Organization,Transportation Broker,BRONX,NY,10456,2322109,124507981.2
954,1417065111,"MAXIM HEALTHCARE SERVICES, INC.",Organization,Home Health,MAITLAND,FL,32751,212775,124504001.4
955,1841271459,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",Organization,General Acute Care Hospital,MORGANTOWN,WV,26506,2888713,124089508.1
956,1891237012,"PLACES FOR PEOPLE, INC",Organization,Community/Behavioral Health,SAINT LOUIS,MO,63118,794988,123916550.8
957,1215982913,"BYRAM HEALTHCARE CENTERS, INC.",Organization,Durable Medical Equipment & Medical Supplies,PORTLAND,OR,97216,1792633,123866311.6
958,1548293343,DANBURY HOSPITAL,Organization,General Acute Care Hospital,DANBURY,CT,6810,3341221,123865718.1
959,1205923802,"CANDLER ROAD DENTAL, PC",Organization,"Dentist, General Practice",DECATUR,GA,30032,3444220,123835881.1
960,1659424448,HAMPTON NEWPORT NEWS COMMUNITY SERVICES BOARD,Organization,Community/Behavioral Health,HAMPTON,VA,23666,898172,123753286.4
961,1275907826,NEW CONCEPTS FOR LIVING,Organization,"Day Training, Developmentally Disabled Services",PARAMUS,NJ,7652,259030,123738248.5
962,1750304044,"KEYSTONE CONTINUUM, LLC",Organization,Psychiatric Residential Treatment Facility,MOUNTAIN CITY,TN,37683,15244,123728018.4
963,1386852416,RIVERSIDE UNIVERSITY HEALTH SYSTEMS - MEDICAL CENTER,Organization,General Acute Care Hospital,MORENO VALLEY,CA,92555,3661464,123654513.7
964,1508063710,THE BOARD OF EDUCATION OF THE CITY OF CHICAGO,Organization,Local Education Agency (LEA),CHICAGO,IL,60603,6949070,123515702.1
965,1376040303,INTEGRATED LIFE CHOICES,Organization,"Day Training, Developmentally Disabled Services",LITTLETON,CO,80120,1194936,123450383.3
966,1316450638,WESLEY FAMILY SERVICES,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",WILKINSBURG,PA,15221,652317,123403612.4
967,1649259797,APPLE HOMECARE MEDICAL SUPPLY LLC,Organization,Durable Medical Equipment & Medical Supplies,RICHARDSON,TX,75081,1077935,123283400.6
968,1902835663,"BAYADA HOME HEALTH CARE, INC.",Organization,Home Health,JERSEY CITY,NJ,7302,1425505,123277284.8
969,1235446725,"BEST HOME CARE, INC",Organization,Home Health,JERSEY CITY,NJ,7306,1253823,122980600.3
970,1821078932,GATEWAY HEALTHCARE INC,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",PAWTUCKET,RI,2860,794521,122933601.2
971,1184794257,HARTFORD DISPENSARY,Organization,"Clinic/Center, Rehabilitation, Substance Use Disorder",HARTFORD,CT,6106,10920604,122790417.5
972,1699701383,ACCESS COMMUNITY HEALTH NETWORK,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",CHICAGO,IL,60661,2936462,122700202.5
973,1265782395,DIVERSIFIED ASSESSMENT & THERAPY SERVICES,Organization,Community/Behavioral Health,KENOVA,WV,25530,200819,122668669.7
974,1891102497,"RECOVER TOGETHER, INC.",Organization,"Clinic/Center, Adult Mental Health",GREENFIELD,IN,46140,2265703,122489040
975,1881692390,COUNTY OF SHASTA,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",REDDING,CA,96001,338134,122479054.9
976,1831264290,"REM CENTRAL LAKES, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SARTELL,MN,56377,506092,122192370
977,1235261009,RUTLAND MENTAL HEALTH SERVICES,Organization,"Clinic/Center, Developmental Disabilities",RUTLAND,VT,5701,193737,122081974.1
978,1003961426,"COTTAGE HOMECARE, SERVICES, INC",Organization,Home Health,HICKSVILLE,NY,11801,754409,121886155.2
979,1245307818,QUEST DIAGNOSTICS INCORPORATED MD,Organization,Clinical Medical Laboratory,BALTIMORE,MD,21227,8337844,121814554.6
980,1780600577,MARY IMOGENE BASSETT HOSPITAL,Organization,"General Acute Care Hospital, Rural",COOPERSTOWN,NY,13326,1853705,121764268.2
981,1821232802,ALPHA ONE,Organization,Case Management,SOUTH PORTLAND,ME,4106,1075311,121646919.9
982,1427005008,"EMERGENCY COVERAGE, LLC",Organization,Family Medicine,NEWPORT,TN,37821,2375834,121636680.2
983,1942256888,HOLZER HOSPITAL FOUNDATION,Organization,"General Acute Care Hospital, Rural",GALLIPOLIS,OH,45631,1946441,121513507.6
984,1902865389,"BAPTIST HEALTHCARE SYSTEM, INC",Organization,General Acute Care Hospital,CORBIN,KY,40701,2489029,121499801.8
985,1386854370,ARIZONA CONSUMER DIRECT PERSONAL CARE,Organization,Home Health,TUCSON,AZ,85711,412282,121450350.3
986,1528190931,"PORT CITY OPERATING COMPANY, LLC",Organization,General Acute Care Hospital,STOCKTON,CA,95204,1873230,121386950.7
987,1417011263,"REM WOODVALE, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",OWATONNA,MN,55060,483848,121273508.2
988,1548266547,BALTIMORE MEDICAL SYSTEM INC,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",BALTIMORE,MD,21224,957565,121188457.2
989,1346380870,THE BROOKDALE HOSPITAL MEDICAL CENTER,Organization,General Acute Care Hospital,BROOKLYN,NY,11212,1973229,121161827.4
990,1184729493,"WINSLOW INDIAN HEALTH CARE CENTER, INC",Organization,"Clinic/Center, Public Health, Federal",WINSLOW,AZ,86047,234952,121157577.3
991,1326486861,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",CHULA VISTA,CA,91910,1189097,121153539.8
992,1225067481,"NORTHEAST HEALTH SERVICES, LLC",Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",TAUNTON,MA,2780,1280786,121149594.4
993,1205083672,ICL ACT TEAM CENTRAL BROOKLYN,Organization,Case Management,BROOKLYN,NY,11233,39595,121036198.2
994,1649209230,PUBLIC HOSPITAL DISTRICT 1 OF KING COUNTY,Organization,General Acute Care Hospital,RENTON,WA,98055,3297518,120790195.3
995,1922043744,UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,Organization,General Acute Care Hospital,MADISON,WI,53792,4116346,120162755.9
996,1619348067,EMEREST HEALTH CDS OF MISSOURI,Organization,"Technician, Personal Care Attendant",OLIVETTE,MO,63132,1484866,119688072.3
997,1548393143,INDEPENDENT LIVING RESOURCE CENTER,Organization,"Technician, Personal Care Attendant",WICHITA,KS,67203,1295581,119601387.7
998,1598829350,"JWCH INSTITUTE, INC.",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",LOS ANGELES,CA,90029,2200577,119487798.5
999,1932652815,"MARICOPA AMBULANCE, LLC",Organization,"Ambulance, Land Transport",PHOENIX,AZ,85021,600989,119390360.5
1000,1467469023,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Organization,General Acute Care Hospital,BROOKLYN,NY,11206,2827758,119272067.2
